"","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","BMissing","CMissing","Attrition","Age","Gender","Education"
"2842",3.5,3.25,3,2.75,2.75,1,1,1,64,0,0
"2843",4,4.25,3.5,2.5,1.5,0,0,0,64,1,1
"2844",2.5,5,5,5,3.5,0,1,0,64,1,0
"2845",3,3.5,3.5,4,1.75,0,0,0,64,1,0
"2846",3,4,4,3.75,2.25,0,0,0,64,1,1
"2847",2.5,4.75,4,3.75,3,0,0,0,64,1,1
"2848",3.25,4.5,3,3.75,2,0,1,0,64,1,1
"2849",3,3.25,2.25,3.25,3,0,0,0,64,1,1
"2850",4.5,2.25,1,4.75,3,0,0,0,64,1,0
"2851",1.5,4,2.5,3.75,1.75,0,0,0,64,0,0
"2852",2.75,4.5,3.25,3.25,1.5,0,0,0,64,0,0
"2853",3.75,5,3,4.5,2.5,0,1,0,64,0,1
"2854",3.25,4.75,3.5,4.5,3,0,0,0,64,0,0
"2855",3.75,3.75,2.75,4.25,2.75,0,0,0,64,1,1
"2856",3.75,3,4,4.25,1,1,1,1,64,1,0
"2857",3.5,4.75,2.75,4,2.25,0,0,0,64,1,0
"2858",3.75,4.25,2.75,3.75,3.25,1,1,1,64,1,0
"2859",4.25,3.5,2.75,3.25,2,1,1,1,64,1,0
"2860",4.5,3.5,4.5,4.75,2.75,1,0,0,64,1,1
"2861",3.25,2.75,3,3,3,0,0,0,64,0,1
"2862",4,3.75,4.5,3.5,2.25,0,0,0,64,0,1
"2863",2.75,4.25,3.75,5,2,0,0,0,64,1,0
"2864",3.25,2.75,3.25,3.75,4,1,1,1,64,1,1
"2865",2.75,3.25,2.75,2.25,1.5,0,0,0,64,0,1
"2866",3.5,4.5,4.25,4.5,2.75,0,0,0,64,1,1
"2867",3.75,4.75,2.5,5,2,0,0,0,64,1,0
"2868",3.5,3.25,1.5,4,2.75,0,0,0,64,1,0
"2869",3.25,3.75,4.5,4,2.5,0,0,0,64,0,1
"2870",3.75,2.75,2.5,4.25,2,0,0,0,64,1,1
"2871",4.75,3.5,4,4,2.75,0,0,0,64,0,1
"2872",4,4.75,4.5,4.5,3.25,1,1,1,64,0,0
"2873",2.5,3.75,3.5,2.75,2,0,1,0,64,1,0
"2874",2,4.75,3.25,4,1.25,1,1,1,64,1,1
"2875",2.25,4.25,2.75,4.5,2.25,0,0,0,64,1,0
"2876",3.25,3.75,3.25,4.75,1.75,0,0,0,64,1,1
"2877",2.5,4.5,2.75,3,2,0,0,0,64,0,0
"2878",3.75,3,3.5,3.5,2.5,0,0,0,64,0,0
"2879",1.5,4.75,1.5,4.75,2.75,0,0,0,64,1,0
"2880",3.5,3,4,4,3,0,0,0,64,1,1
"2881",3.75,4.75,4,4.5,2.75,1,1,1,64,0,0
"2882",4.75,4.75,4.5,4.25,1.75,0,0,0,64,0,0
"2883",5,4,4.5,4.25,2.5,0,0,0,64,1,1
"2884",3.75,3.75,2.5,3,3,0,0,0,64,1,0
"2885",4.25,4.5,1.75,4,2.25,1,1,1,64,1,1
"2886",3.5,4.25,1,2.25,1.75,0,0,0,64,0,1
"2887",4.75,4.25,4.5,4,1.25,0,1,0,64,1,1
"2888",3,4.25,3.25,3.25,4.25,1,0,0,64,0,0
"2889",2.25,4.25,3.5,4.25,1.5,0,0,0,64,0,0
"2890",5,5,4.75,5,2.5,0,0,0,64,0,1
"2891",4,4.25,4.25,5,1.5,0,1,0,64,1,1
"2892",3.75,3.75,2.5,5,3.25,0,1,0,64,0,1
"2893",2.5,4.5,3.5,3.5,1.75,1,0,0,64,1,1
"2894",1.75,3.5,4.5,3,2.25,1,0,0,64,0,0
"2895",3.5,4.5,3.25,3.5,2.25,1,1,1,64,0,0
"2896",3.5,5,4.25,4.75,1,0,0,0,64,0,0
"2897",3.25,4.25,3.25,4.5,2.25,0,0,0,64,1,1
"2898",3,4,1,3,2.5,1,0,0,64,0,0
"2899",3,3.75,2.5,2.5,4,0,0,0,64,1,0
"2900",2.25,4.25,3.25,3.5,1.75,1,0,0,64,0,1
"2901",3.25,4,4,3.25,2,0,0,0,64,0,0
"2902",2.25,4.75,2.5,4.25,1,0,0,0,64,0,0
"2903",3,4.25,3.25,3.25,2.75,0,0,0,64,0,0
"2904",3.25,4,3.5,4,2,0,0,0,64,1,0
"2905",2.5,3,2.75,3.75,3,1,1,1,64,1,0
"2906",2.75,3.75,2.25,4,3.75,0,0,0,64,1,1
"2907",2.5,4.5,3.75,4,1.75,0,0,0,64,0,0
"2908",2.75,5,3.25,2,1,0,0,0,64,0,0
"2909",5,4.75,4.5,5,2,0,1,0,64,0,0
"2910",3.25,4.5,4,4.5,1.75,0,1,0,64,1,0
"2911",3.5,2.75,2.25,4.25,2.25,1,0,0,64,0,1
"2912",3,4.5,4.75,3.5,1.75,0,0,0,64,1,0
"2913",4,5,5,4,1.25,1,1,1,64,0,0
"2914",3,4.25,3.25,3.75,2.5,0,0,0,64,1,1
"2915",2.25,3.5,2.5,4.5,2.5,0,0,0,64,1,0
"2916",2.25,4.5,3.25,2.25,2.75,0,0,0,64,0,1
"2917",4.25,3.75,2.5,4.5,1.5,0,0,0,64,0,1
"2918",3.5,3.75,3.75,4.75,2.5,1,0,0,64,0,1
"2919",4.25,5,1.75,4,1,0,1,0,64,0,1
"2920",5,2.25,4,3.5,2.25,0,0,0,64,0,1
"2921",2.75,3.75,4,3.5,3,0,0,0,64,0,0
"2922",3.5,4.5,4.75,4,2.25,0,0,0,64,1,1
"2923",2.75,4.75,3.75,3,3.5,1,1,1,64,1,1
"2924",3.25,3,4,4,3,0,0,0,64,0,0
"2925",1.5,4.5,2.75,3.5,2.25,0,0,0,64,1,0
"2926",4,5,4.75,4.75,2.25,1,0,0,64,0,1
"2927",2.5,4.75,3.75,3.25,2.75,0,0,0,64,1,1
"2928",3.75,4,4.5,4,3.25,0,0,0,64,1,1
"2929",3.25,3.75,2.75,4.25,2.25,0,0,0,64,1,1
"2930",2.5,3.75,3.5,3.75,2.25,0,0,0,64,0,0
"2931",3,4,3,3.75,2,0,0,0,64,1,0
"2932",2.75,4.25,2,4,3,0,0,0,64,1,0
"2933",3.75,3.25,3.75,4,2.25,0,0,0,64,0,1
"2934",3,3.75,3.75,2.75,3.25,0,0,0,64,0,1
"2935",3.25,3.75,3.5,2.5,2.75,0,0,0,64,1,0
"2936",2,4.5,2.75,4,3,0,0,0,64,1,1
"2937",3.5,4.25,2.25,1.5,2.75,1,1,1,64,0,0
"2938",4.25,3.25,3.25,4.75,3.75,0,1,0,64,1,1
"2939",3,4.25,4.25,4,2.25,0,0,0,64,1,1
"2940",4,3.25,3,4.5,2.25,0,0,0,64,0,1
"2941",2.75,4,2.75,3.75,2.25,0,0,0,64,1,0
"2942",3.75,4.75,3.75,3.75,3.25,0,0,0,64,1,1
"2943",3.25,3.75,2,2.75,2.25,0,0,0,64,1,0
"2944",2.25,3.25,3.5,3.5,1.5,0,0,0,64,0,0
"2945",4.5,5,3,4.5,2.5,0,0,0,64,0,1
"2946",3.75,3.25,3.25,4.25,1.5,0,0,0,64,1,1
"2947",4.5,4.25,2.5,4,3.25,0,1,0,64,1,1
"2948",2.5,5,2.75,5,3,0,0,0,64,1,1
"2949",3,4.25,3,4.5,3,0,1,0,64,0,1
"2950",3.75,4.75,4,4,1.75,1,1,1,64,0,0
"2951",3.5,4.75,1,4.25,1,0,1,0,64,1,0
"2952",3.25,3.5,3.75,3.75,1.5,0,0,0,64,1,0
"2953",2.5,5,3,5,3,0,0,0,64,0,0
"2954",4,4.5,1.75,3.25,1.5,1,1,1,64,0,0
"2955",2.75,4,3.25,3,2.25,0,1,0,64,0,1
"2956",4.75,3.5,3,3.5,3,0,0,0,64,0,1
"2957",4,4.75,2.25,4.75,3.75,0,0,0,64,1,1
"2958",4.5,3.75,3.5,4.75,1.75,0,0,0,64,0,1
"2959",2,5,4.5,4,1,1,0,0,64,0,0
"2960",3.75,4.75,2.5,4,2,0,1,0,64,1,1
"2961",2.25,3.75,3,3,3,0,0,0,64,0,0
"2962",4,4.25,4.25,4.75,1.5,0,0,0,64,1,0
"2963",4.25,3.5,3,4,3,0,0,0,64,0,0
"2964",4.75,4.75,4,4,3,0,0,0,64,0,0
"2965",4.25,3.25,4.5,4.75,2,0,0,0,64,0,1
"2966",2.75,3.5,2.25,4.25,1.75,0,0,0,64,1,0
"2967",2.5,3.5,2.5,4.5,3,0,0,0,64,1,1
"2968",3.75,4.75,3.75,4.5,1,0,0,0,64,0,1
"2969",5,4.75,4.75,4,2.5,0,1,0,64,0,1
"2970",3.5,4.75,2.75,2.5,1.5,0,0,0,64,0,0
"2971",4,4.25,4,5,1.75,0,0,0,64,1,0
"2972",2.25,4,4,3.75,3.5,1,0,0,64,1,0
"2973",3.25,3.75,3.5,4.5,1.25,0,1,0,64,1,0
"2974",4.75,4.25,3.75,4.25,1.25,0,0,0,64,0,1
"2975",4,3.25,3.25,3.5,2.75,0,0,0,64,0,1
"2976",3,3.25,3,4,1.75,0,0,0,64,1,1
"2977",4.5,5,4.5,3.5,1.75,0,0,0,64,1,0
"2978",1.75,4.25,2.25,1.75,1.25,0,0,0,64,0,1
"2979",5,4.25,1.75,3.5,3,0,0,0,64,0,1
"2980",3.5,4.25,5,4.5,1.75,1,0,0,64,0,0
"2981",2.75,4.75,2.75,3.75,2,0,0,0,64,1,0
"2982",3.25,4.25,3.5,3.5,2.75,1,1,1,64,0,0
"2983",3.25,4.75,3,3.75,2.25,0,0,0,64,1,0
"2984",5,3,3.75,5,1.25,0,0,0,64,1,1
"2985",3.5,3,1.75,3.25,4.25,0,0,0,64,0,1
"2986",5,4.5,5,4,1.5,1,0,0,64,1,1
"2987",2.5,4,2.5,3.5,2,0,0,0,64,0,0
"2988",4.25,4,2.25,4.5,3.25,0,0,0,64,1,0
"2989",3,4.25,3.5,4.25,2,0,0,0,64,0,0
"2990",3.25,4.25,3.75,4,3.25,0,0,0,64,1,1
"2991",4.25,4.75,4.75,4.75,4,0,0,0,64,1,1
"2992",4.25,4.25,3.75,4,1.5,0,0,0,64,0,0
"2993",4.5,2.75,1.25,3.25,3.5,0,0,0,64,1,1
"2994",5,4.25,3.75,4,1,0,0,0,64,1,1
"2995",3.75,4,3,4.25,2.75,0,0,0,64,0,1
"2996",4.25,3.25,3.75,4.25,1.75,0,0,0,64,1,0
"2997",3.75,5,3.25,4.5,2.75,0,0,0,64,1,0
"2998",5,2.75,4.75,4.75,3.25,0,0,0,64,0,0
"2999",2.25,4.75,3.25,4.5,3.75,1,1,1,64,1,0
"3000",4.25,4.5,3,3.5,1,0,0,0,64,0,1
"3001",4,3.25,3.25,2.25,1.75,0,0,0,64,0,0
"3002",4.75,4.5,2.5,4.75,2.75,0,0,0,64,0,1
"3003",1.75,3.25,1,3.5,1.75,0,1,0,64,1,0
"3004",3.25,3.25,3.5,4,2.75,0,0,0,64,0,0
"3005",3.5,3.75,2.75,3.5,2.25,1,1,1,64,0,0
"3006",1,4.5,3,3,1,0,0,0,64,0,0
"3007",2.5,4.25,2.75,3.75,2,1,0,0,64,0,0
"3008",3,3.75,3.25,3.25,1.5,0,1,0,64,0,0
"3009",3.5,4.75,1,4.25,3,0,0,0,64,1,0
"3010",2.75,3.5,4.5,3.75,1.25,1,1,1,64,0,1
"3011",2.5,3.5,3.25,4.75,2.75,0,0,0,64,1,1
"3012",1.5,4.5,1.25,1.25,3.5,0,0,0,64,0,0
"3013",3,4.5,3.75,4,3.25,0,0,0,64,1,0
"3014",3.5,3,2.75,2,1.5,0,1,0,64,0,0
"3015",2.5,3.75,3.5,3.75,2.25,0,0,0,64,0,1
"3016",3.75,2.75,2.75,3.5,2,0,1,0,64,0,0
"3017",3.75,4.5,4.25,3.75,2.75,0,0,0,64,1,0
"3018",4,4.75,4,4.75,3.75,0,0,0,64,0,1
"3019",4.5,4.75,2,4.25,3.25,1,0,0,64,1,1
"3020",3.75,4.5,4.5,4.75,1.25,0,0,0,64,0,1
"3021",4.25,2.25,3.25,4.75,3.25,0,0,0,64,1,0
"3022",3.5,4.25,2.75,4,2,0,0,0,64,0,0
"3023",3.5,4.25,2,2.75,3.25,0,0,0,64,1,0
"3024",4.5,3.75,4,4.25,1.25,0,0,0,64,1,1
"3025",3,3.5,4.25,3.5,1.25,0,0,0,64,0,0
"3026",2.5,5,5,5,1.75,1,1,1,64,1,1
"3027",3,4,3.75,4,1.75,0,0,0,64,0,0
"3028",2.25,3.5,3.75,3.25,1.5,0,0,0,64,0,0
"3029",2.75,5,4.75,4,3.5,0,1,0,64,1,0
"3030",2,2.75,3.25,3.25,2,0,0,0,64,0,0
"3031",2.75,4.5,3.25,3,2.75,0,0,0,64,0,0
"3032",2.5,2.5,3.25,4,2.75,1,0,0,64,0,1
"3033",3.75,3.75,4,4.75,2,0,0,0,64,0,1
"3034",3.5,4.75,2.75,4.5,2.5,0,0,0,64,1,0
"3035",2.5,4.75,2.25,3.75,2.75,0,0,0,64,0,0
"3036",3,4.75,4.25,4.25,3.75,0,0,0,64,1,0
"3037",2.5,4,3,3.5,2.5,0,0,0,64,0,0
"3038",4.75,3.75,4.5,3.5,2.25,0,0,0,64,1,1
"3039",3.75,4.5,4.75,4.25,2.5,0,0,0,64,0,0
"3040",3.75,4.5,3.25,4.5,2.5,0,1,0,64,1,0
"3041",4.75,4.5,4.25,3.5,2,0,0,0,64,0,1
"3042",3,4,2.5,5,4.25,1,1,1,64,1,0
"3043",3,4,2.25,3.25,3.25,0,0,0,64,1,0
"3044",3.25,4,4,4,3.25,0,0,0,64,1,0
"3045",5,5,4.5,4.75,1.25,0,0,0,64,0,0
"3046",2.5,4.75,4.25,5,3,1,1,1,64,1,1
"3047",3.25,3.75,3.25,3.25,1.75,0,0,0,64,0,0
"3048",3,3.75,2.5,3.5,2.5,0,0,0,64,1,1
"3049",1.75,4.5,2.5,4,3.25,1,1,1,64,0,0
"3050",3.75,4.75,3.25,5,3,0,0,0,64,1,0
"3051",4,5,4.25,2.75,1,1,0,0,64,0,0
"3052",4.75,3.5,2.75,3.25,2,0,0,0,64,0,1
"3053",4.25,2.75,3.5,3.5,1.75,0,1,0,64,0,1
"3054",4,4.5,3.25,3.5,2.5,0,0,0,64,0,1
"3055",3.75,2,3,2.75,4.75,1,1,1,64,0,1
"3056",1,5,5,5,1.75,0,0,0,64,0,0
"3057",2.75,2.75,2.5,2.5,2.5,1,1,1,64,0,0
"3058",3,4.25,3.25,4,2,0,1,0,64,0,0
"3059",4,5,3.75,4.75,1,1,1,1,64,0,0
"3060",3,3.75,2.5,5,3,0,1,0,64,1,0
"3061",4.25,4.25,4,2.5,2,0,0,0,64,0,0
"3062",3.75,4.75,2,3,3.75,1,1,1,64,0,0
"3063",2.75,3.75,2.25,3.75,2,0,0,0,64,1,0
"3064",2.5,3.5,3,4.25,2.25,1,1,1,64,1,0
"3065",2,5,4,5,2,1,1,1,64,1,1
"3066",3.75,4.25,4.25,3.75,2.5,0,0,0,64,0,0
"3067",3.75,4,4.75,5,1.5,1,1,1,64,1,0
"3068",2.5,4.75,3,3.75,3.75,1,1,1,64,1,0
"3069",3.75,4,3,3.75,3,0,0,0,64,0,1
"3070",2.75,3.5,3.5,3,1.25,0,1,0,64,1,1
"3071",3.5,4,3.25,3.5,3.5,1,1,1,64,1,1
"3072",5,3.25,4.25,5,2.75,0,0,0,64,1,1
"3073",3.25,3.5,3.5,4,2.5,1,1,1,64,0,1
"3074",4,3.5,3.75,3.75,2.75,0,0,0,64,1,0
"3075",4,3.75,3,5,2.75,0,0,0,64,1,0
"3076",3.75,3.5,3,2.75,2.5,1,1,1,64,1,0
"3077",3.25,3,3.25,4,2,0,0,0,64,1,0
"3078",3.5,3.75,2.25,3.25,2.5,0,0,0,64,1,1
"3079",4.5,4.5,1.75,4,2.5,0,0,0,64,1,1
"3080",3,4.25,2,3.25,2.75,0,0,0,64,0,1
"3081",4.25,4,3,4.25,1.5,0,0,0,64,1,0
"3082",4,2.75,1.75,5,3.25,0,0,0,64,1,0
"3083",3.25,3.75,3.25,4.25,2.75,0,0,0,64,1,1
"3084",2.75,3.5,2,3,1.75,0,1,0,64,0,0
"3085",4,5,4.75,4,2.75,1,1,1,63,0,1
"3086",3.25,3.25,2.75,3,2.75,1,1,1,64,1,0
"3087",4.5,3.75,4.5,4.75,1.75,0,0,0,64,1,1
"3088",2.5,2.5,2.25,3,3,0,0,0,64,0,1
"3089",3,3.75,3,3.25,2.5,0,0,0,64,1,0
"3090",3.75,3,1.5,3.25,1.5,1,1,1,64,0,1
"3091",3.5,4.5,4,4.5,3,0,1,0,64,1,0
"3092",2,2.5,3.25,1.25,1,0,0,0,64,0,0
"3093",2.5,3.5,2.75,3,1.75,0,0,0,64,0,0
"3094",3.5,4,2.75,4.5,1.25,0,0,0,64,0,0
"3095",2.75,3.75,2.75,4.75,3,0,0,0,64,1,0
"3096",4.5,3.25,4.25,3.25,2,0,0,0,64,0,1
"3097",4.75,3.75,4.75,5,1.75,0,0,0,64,1,1
"3098",5,3.25,4.75,4.25,3.25,0,0,0,64,1,1
"3099",4,5,3.5,5,1,0,0,0,64,1,1
"3100",2.25,5,4,4.25,2.5,0,1,0,64,1,0
"3101",3,4.25,4.25,4.25,2.75,1,1,1,64,1,1
"3102",3.75,3.75,3.5,2.5,2.25,0,0,0,64,0,0
"3103",4,3.25,3,3.25,1.75,0,0,0,64,0,1
"3104",3,3.75,2.5,2.75,2.5,0,0,0,64,0,0
"3105",3.25,4.25,2.5,3.5,3.5,0,0,0,64,1,1
"3106",4.25,2.5,3.5,3.5,3,0,1,0,64,0,0
"3107",3.75,4.5,3.75,4,2.25,0,0,0,64,1,0
"3108",3.25,4.75,4,4.5,2.5,0,1,0,63,1,0
"3109",3.25,5,5,4,1,0,0,0,64,0,1
"3110",3.25,3.75,2.5,3,1.75,0,0,0,64,0,0
"3111",2.25,4.75,2.75,4.25,1.5,0,0,0,64,1,1
"3112",2.5,5,4.75,5,1.5,0,0,0,64,0,0
"3113",3.75,3.5,2.75,3,2,0,0,0,64,0,0
"3114",3,4.25,3.75,3.75,2,0,0,0,64,1,1
"3115",4.75,4,1.5,1.75,2,0,0,0,64,0,0
"3116",3.75,4.75,2.25,3.25,4,1,1,1,63,1,0
"3117",3.25,4.75,4.25,3.75,3,0,0,0,64,1,0
"3118",2.5,4,4.25,4,1,0,0,0,64,1,0
"3119",5,3.5,5,4.75,1.5,0,0,0,64,0,1
"3120",3.25,4,3.75,4.5,3.5,0,0,0,64,1,0
"3121",2.75,3.5,3,3,2.5,0,0,0,64,0,0
"3122",3.25,4.25,3.25,3.75,2.75,1,0,0,64,0,0
"3123",3.75,3.75,1.5,3.25,1.75,0,0,0,64,0,1
"3124",3,4.75,2.75,3,2,0,0,0,64,1,0
"3125",2.75,3.5,2.75,4.75,3.5,1,0,0,64,1,1
"3126",2.75,4.75,4.75,4.5,2.25,0,0,0,64,0,0
"3127",3.25,3.75,3.5,3.5,3,0,0,0,64,0,0
"3128",4.75,5,3,3,3,0,0,0,64,0,0
"3129",3.5,4.75,3,4.25,2.75,0,0,0,64,0,0
"3130",2.25,4.5,3.5,4.25,3.25,0,0,0,64,1,0
"3131",2.75,4.5,3,5,3.75,0,0,0,64,1,0
"3132",2.75,4.25,2,4,2.75,0,0,0,64,1,0
"3133",2.5,4,1,3.5,2,0,0,0,64,1,0
"3134",3.75,3.75,3.25,4,2.25,0,0,0,64,0,0
"3135",3.75,3.25,2,4.25,1.75,0,0,0,64,0,1
"3136",4.5,2.5,3.25,3.5,1.75,0,0,0,64,0,1
"3137",3.25,3,2.5,3.75,3.5,0,0,0,64,1,1
"3138",3.25,3.75,3.25,3.25,2.25,0,0,0,64,0,0
"3139",5,5,4.75,4.5,2.25,1,0,0,64,1,1
"3140",4.75,4.5,4,4.5,3,0,1,0,64,1,1
"3141",4,5,3.5,4.75,1,0,0,0,64,1,1
"3142",2.75,3,2.75,2.5,2.5,0,0,0,64,0,0
"3143",3.5,4.75,2.25,4.25,2.5,0,0,0,64,0,1
"3144",4.75,4.75,4.5,4.75,3.25,0,0,0,64,1,1
"3145",3.75,4,3.75,4.5,1.5,0,0,0,64,0,0
"3146",2.75,4.5,4,3.25,1.75,0,0,0,64,0,0
"3147",2.5,5,3.5,5,1.25,0,0,0,64,1,0
"3148",3,3.5,3.75,4,2,1,0,0,64,1,1
"3149",3,3.5,4.5,3.75,2.75,1,1,1,64,0,0
"3150",5,4,4,4.75,1.25,0,1,0,64,0,1
"3151",2.25,3.25,2,3.25,2.25,0,1,0,64,1,1
"3152",4,3.5,4.25,5,1,1,1,1,64,1,0
"3153",3.75,4.75,2.25,2.5,3.25,0,0,0,64,0,0
"3154",2.75,3.75,1,3,1,0,0,0,64,0,0
"3155",4.25,4.25,3.5,4,2.5,0,0,0,64,1,1
"3156",3,4.75,4.5,5,1,0,0,0,64,1,1
"3157",1.5,4,2.5,3,1,0,0,0,64,0,1
"3158",3,4,1.75,3.5,2.25,0,0,0,64,1,0
"3159",2.75,4.75,4,4.75,1,0,0,0,64,1,0
"3160",3,4.5,3.5,4.5,2.75,0,0,0,64,1,1
"3161",3.5,3.75,2.75,4.5,2.5,0,0,0,64,1,0
"3162",4.25,4,3.75,5,2.75,1,1,1,64,1,1
"3163",3.75,4,4.25,4,2,1,1,1,64,0,0
"3164",3.75,4,3.25,3.75,2.5,0,0,0,64,0,0
"3165",3.5,5,4,4.75,2.75,0,0,0,64,0,1
"3166",2.5,3.5,5,4.5,2.75,0,0,0,64,1,0
"3167",2.5,3.75,3.5,2.75,2.5,1,0,0,64,0,0
"3168",4,2.75,3.25,4.75,1.75,0,0,0,64,0,0
"3169",4,4,3,4.25,1.25,0,0,0,64,0,0
"3170",3,3.25,2,2.5,3.25,0,0,0,64,0,0
"3171",3,4.25,3.75,3,2.5,0,0,0,64,0,0
"3172",2.75,3.75,4.5,4.75,1.25,0,0,0,64,1,1
"3173",4,3.75,2.5,3.5,2.5,0,0,0,64,0,1
"3174",3.25,3.75,3,3.5,2.75,0,0,0,64,1,0
"3175",3,4.75,2.5,4.25,2.25,0,0,0,64,1,0
"3176",4.75,4.5,3.75,4.25,1.25,1,1,1,64,0,1
"3177",2.75,3.75,2,2.5,2.75,0,0,0,64,0,0
"3178",2.5,4.5,3.75,4.5,2.25,0,0,0,64,1,0
"3179",2.5,4,2.75,3.25,1.25,1,1,1,64,0,0
"3180",4,3.25,4.5,3.5,1,0,0,0,64,0,0
"3181",4,3.75,4.75,4,3.75,0,1,0,64,0,0
"3182",3,4.5,2.75,3.25,1.75,0,0,0,64,0,0
"3183",2.75,4.75,2.75,3.75,3,0,0,0,64,1,0
"3184",4,4.5,2.75,4.25,1.75,0,1,0,64,0,1
"3185",3.25,4.75,3.5,3.75,1,0,0,0,64,0,0
"3186",2.75,3.5,4.5,4.5,3,0,0,0,64,0,0
"3187",3.5,3.5,4,4.25,2.5,1,0,0,64,0,1
"3188",3.5,3.5,3.5,4.25,3,1,0,0,64,1,0
"3189",4.5,5,4.5,4.75,2.25,1,1,1,64,0,0
"3190",2.5,4.5,3.25,2,1.5,1,0,0,64,0,0
"3191",4,4.75,2.25,3.75,2.25,1,1,1,64,1,0
"3192",2,3.75,3,3.25,2.75,0,0,0,64,1,0
"3193",3.75,3.75,3.5,4,1.25,1,1,1,64,1,0
"3194",2.75,4.25,4.5,4.5,2,1,1,1,64,1,0
"3195",3.75,1.5,3.25,3.25,3.5,0,0,0,64,1,0
"3196",2.5,4.5,3.5,4.5,2.5,0,0,0,64,1,0
"3197",2.5,4.75,2.5,4,5,0,0,0,64,1,1
"3198",3.75,3.75,3.25,4.75,2.75,0,0,0,64,1,1
"3199",2.5,2.75,3,3.5,3,0,0,0,64,0,0
"3200",2.75,4,4.25,3,1.5,1,1,1,64,0,0
"3201",3,4.5,4.75,4.75,3,0,0,0,64,1,0
"3202",2.5,3.25,1,4.75,4,0,0,0,64,1,1
"3203",3.75,4.5,3,5,1,0,0,0,64,0,1
"3204",2.25,4.25,2.25,4.5,2.25,0,0,0,64,1,0
"3205",2.25,4.25,3.75,2.5,2.5,1,1,1,64,0,0
"3206",3.5,3.5,2,3.5,2.75,1,0,0,64,1,1
"3207",2,4,3,5,5,0,0,0,64,0,0
"3208",3,3.75,2,3.5,2.5,0,0,0,64,0,1
"3209",2.75,3.75,3.5,4.75,1.5,1,0,0,64,0,0
"3210",4,4,3,3.25,2.5,0,0,0,64,0,0
"3211",3.75,4.25,1,5,2,0,0,0,64,1,1
"3212",2.5,4.25,2,3.5,2.25,0,0,0,64,0,0
"3213",5,2.25,4.5,4.5,3.25,0,0,0,64,0,1
"3214",3.75,4,3.75,3.25,2.75,0,0,0,64,1,1
"3215",4.75,4.5,3,4.5,1.5,1,1,1,64,0,0
"3216",4.5,4.25,5,5,2.5,0,0,0,64,1,0
"3217",2.5,4,3.5,4.5,1.5,0,0,0,64,0,0
"3218",4.5,4.25,3,4.5,2.5,0,0,0,64,0,0
"3219",4.75,3.75,4.75,4.5,2,0,0,0,64,1,1
"3220",3.5,2.5,2.75,3,2.25,0,0,0,64,0,0
"3221",3.25,5,4.5,5,1.75,0,0,0,64,1,1
"3222",2.5,3.75,4.25,2.75,2.75,0,0,0,64,0,0
"3223",1.5,2,2,2.5,2,0,0,0,64,0,0
"3224",2,3.75,4.5,4.5,1,0,0,0,64,1,0
"3225",4.25,4.75,4.5,5,3,1,1,1,64,1,0
"3226",3.5,3.75,3.75,4,2,1,0,0,64,1,1
"3227",2.75,3.75,3.25,3.5,2.5,0,0,0,64,1,1
"3228",3,4,3.25,4.5,3.75,0,0,0,64,1,0
"3229",4.75,2.25,2.25,4.5,2.25,0,0,0,64,1,1
"3230",3,5,5,4.75,1,0,0,0,64,0,0
"3231",4,4.5,4.25,5,2.75,0,0,0,64,1,0
"3232",3.5,4,3,2.75,2,0,0,0,64,1,0
"3233",3,4,3.75,3.5,2.75,0,0,0,64,1,1
"3234",3.5,4.75,4.5,3.25,2.25,1,1,1,64,1,0
"3235",5,4,3,4.25,3,0,0,0,64,1,1
"3236",3.25,3,2.75,4.25,3.5,0,1,0,64,1,1
"3237",3,3,4,4.25,1.25,0,0,0,64,0,1
"3238",3.25,2.25,2.75,3.25,3.25,0,0,0,64,0,0
"3239",4.5,3.75,4,3.5,2.5,0,0,0,64,1,1
"3240",2.25,4.75,1.25,2.75,3.25,0,0,0,64,1,1
"3241",3,2.5,4,2.75,1.25,0,0,0,64,0,0
"3242",2.75,5,2.25,3.25,3.5,0,1,0,64,0,0
"3243",3.75,3.5,2.75,4.25,2.75,1,1,1,64,1,1
"3244",3,4,3.75,3.75,2.75,1,0,0,64,1,1
"3245",3,4.5,4.25,4.5,2.25,0,1,0,64,1,1
"3246",3.25,3.75,3,4,2.75,0,0,0,64,1,0
"3247",3.75,4.5,3.5,4.5,2.75,1,0,0,64,1,1
"3248",5,5,4,4.75,2.5,1,1,1,64,1,1
"3249",3,5,4,4.5,2,0,0,0,64,1,1
"3250",2.75,4.5,4.5,5,1,0,0,0,64,1,0
"3251",3.5,5,4,4.75,2.25,1,1,1,64,1,0
"3252",3.75,4,2.5,4.75,1.5,0,1,0,64,0,1
"3253",4.5,4.5,2.25,2.75,2,0,0,0,64,1,0
"3254",3,4.25,3,3,2.75,0,1,0,64,1,0
"3255",2.5,3,2.75,4,3.5,0,0,0,64,1,1
"3256",3.25,3,2.25,3.75,1.5,0,0,0,64,0,1
"3257",2.75,4.75,3,3.75,3,0,0,0,64,1,0
"3258",3,4.75,3,3.5,1.75,0,0,0,64,1,0
"3259",2.5,4.75,1.25,3.75,2.75,0,0,0,64,1,0
"3260",3.75,4.25,3.5,4.5,2.5,0,0,0,64,1,0
